BEDRIJFSNAAM,VESTIGINGSPLAATS,VERSTREKT VOORSCHOT,waarsch_buitenland,provincie,provincie_code,gemeente,gemeente_code
SPORTUALS GOVAERT B.V.,SLUIS,2046,0,Zeeland,PV29,Sluis,1714
SPORTUNITY B.V.,APELDOORN,48396,0,Gelderland,PV25,Apeldoorn,0200
"SPORTVERENIGING ""GEEL ZWART 1930""",T ZAND NH,146,0,Noord-Holland,PV27,Schagen,0441
"SPORTVERENIGING ""VAN ONDERAF BEGONNEN""",GOIRLE,1120,0,Noord-Brabant,PV30,Goirle,0785
SPORTVERENIGING BEATRIX LUCAS COMBINATIE,S-HERTOGENBOSCH,626,0,Noord-Brabant,PV30,'s-Hertogenbosch,0796
"SPORTVERENIGING ""DE KOOG""",DEN BURG,250,0,Noord-Holland,PV27,Texel,0448
"SPORTVERENIGING ""DE TREFFERS""",GROESBEEK,26620,0,Gelderland,PV25,Berg en Dal,1945
"SPORTVERENIGING ""DIE HAGHE""",S-GRAVENHAGE,610,0,Zuid-Holland,PV28,'s-Gravenhage,0518
"SPORTVERENIGING ""DIE HAGHE""",S-GRAVENHAGE,4896,0,Zuid-Holland,PV28,'s-Gravenhage,0518
"SPORTVERENIGING ""EPSE""",EPSE,2224,0,Gelderland,PV25,Lochem,0262
"SPORTVERENIGING ""HATTO HEIM""",HATTEM,3142,0,Gelderland,PV25,Hattem,0244
"SPORTVERENIGING ""KAMPONG""",UTRECHT,2742,0,Utrecht,PV26,Utrecht,0344
"SPORTVERENIGING ""RUWAARD""",OSS,240,0,Noord-Brabant,PV30,Oss,0828
"SPORTVERENIGING ""ZEIST""",ZEIST,720,0,Utrecht,PV26,Zeist,0355
SPORTVERENIGING ALPHENSE RACING CLUB,ALPHEN AAN DEN RIJN,2094,0,Zuid-Holland,PV28,Alphen aan den Rijn,0484
SPORTVERENIGING AVANTI NEGENTIENHONDERDEENENDERTIG,SCHIJNDEL,1832,0,Noord-Brabant,PV30,Meierijstad,1948
SPORTVERENIGING BAARN,BAARN,1958,0,Utrecht,PV26,Baarn,0308
SPORTVERENIGING COMBINATIE WIL OVERWINNEN,VLAARDINGEN,1236,0,Zuid-Holland,PV28,Vlaardingen,0622
SPORTVERENIGING D.E.S.Z.,ZWARTSLUIS,340,0,Overijssel,PV23,Zwartewaterland,1896
SPORTVERENIGING DOOR FUSIE STERK (SV DFS),OPHEUSDEN,916,0,Gelderland,PV25,Neder-Betuwe,1740
SPORTVERENIGING DOOR VRIENDEN OPGERICHT LENT,LENT,710,0,Gelderland,PV25,Nijmegen,0268
SPORTVERENIGING DOSKO,BERGEN OP ZOOM,560,0,Noord-Brabant,PV30,Bergen op Zoom,0748
SPORTVERENIGING EEMNES,EEMNES,1406,0,Utrecht,PV26,Eemnes,0317
SPORTVERENIGING HAGENDOORN ROTTERDAM- ZUID,ROTTERDAM,1180,0,Zuid-Holland,PV28,Rotterdam,0599
SPORTVERENIGING HOLTENBROEK TUINDERSCOMBINATIE (SV H.T.C),ZWOLLE,1176,0,Overijssel,PV23,Zwolle,0193
SPORTVERENIGING HOOFDDORP,HOOFDDORP,6636,0,Noord-Holland,PV27,Haarlemmermeer,0394
SPORTVERENIGING HULSBERG,HULSBERG,682,0,Limburg,PV31,Beekdaelen,1954
SPORTVERENIGING JULIANA 1931,MALDEN,3284,0,Gelderland,PV25,Heumen,0252
SPORTVERENIGING KAMPONG HOCKEY,UTRECHT,51686,0,Utrecht,PV26,Utrecht,0344
SPORTVERENIGING LANGBROEK,LANGBROEK,834,0,Utrecht,PV26,Wijk bij Duurstede,0352
SPORTVERENIGING MARIENHEEM,MARIENHEEM,456,0,Overijssel,PV23,Raalte,0177
SPORTVERENIGING MET MOEITE OPGERICHT (M.M.O.),HOOGMADE,1806,0,Zuid-Holland,PV28,Kaag en Braassem,1884
SPORTVERENIGING MEVO-OLYMPIA- COMBINATIE ( M.O.C.),BERGEN OP ZOOM,1586,0,Noord-Brabant,PV30,Bergen op Zoom,0748
SPORTVERENIGING MILSBEEK,MILSBEEK,2204,0,Limburg,PV31,Gennep,0907
SPORTVERENIGING S.S.S.,UDENHOUT,1978,0,Noord-Brabant,PV30,Tilburg,0855
SPORTVERENIGING S.V.W.'27,HEERHUGOWAARD,1904,0,Noord-Holland,PV27,Dijk en Waard,1980
SPORTVERENIGING SAMENSPEL DOET ONS OVERWINNEN (S.D.O.O.),HETEREN,734,0,Gelderland,PV25,Overbetuwe,1734
SPORTVERENIGING SCHOLLEVAAR AFDELING VOETBAL,CAPELLE AAN DEN IJSSEL,1836,0,Zuid-Holland,PV28,Capelle aan den IJssel,0502
SPORTVERENIGING SPAKENBURG,BUNSCHOTEN-SPAKENBURG,2290,0,Utrecht,PV26,Bunschoten,0313
SPORTVERENIGING SPARTANEN,WOGNUM,1258,0,Noord-Holland,PV27,Medemblik,0420
SPORTVERENIGING SPIJK '65,SPIJK GEM WEST BETUWE,1014,0,Gelderland,PV25,West Betuwe,1960
SPORTVERENIGING SPRUNDEL,SPRUNDEL,368,0,Noord-Brabant,PV30,Rucphen,0840
SPORTVERENIGING TERWOLDE,TERWOLDE,652,0,Gelderland,PV25,Voorst,0285
SPORTVERENIGING TWELLO,TWELLO,10836,0,Gelderland,PV25,Voorst,0285
SPORTVERENIGING UNITED,HAARLEM,348,0,Noord-Holland,PV27,Haarlem,0392
SPORTVERENIGING VALKENSWAARD,VALKENSWAARD,670,0,Noord-Brabant,PV30,Valkenswaard,0858
SPORTVERENIGING VEENSCHE BOYS,NIJKERKERVEEN,1692,0,Gelderland,PV25,Nijkerk,0267
SPORTVERENIGING VICTORIA,ROTTERDAM,42136,0,Zuid-Holland,PV28,Rotterdam,0599
SPORTVERENIGING VITESSE'08,GENNEP,862,0,Limburg,PV31,Gennep,0907
SPORTVERENIGING VOSTA,ENSCHEDE,996,0,Overijssel,PV23,Enschede,0153
SPORTVERENIGING YSSELSTEYN,YSSELSTEYN LB,420,0,Limburg,PV31,Venray,0984
SPORTVIBES UNITED B.V.,DELFT,43622,0,Zuid-Holland,PV28,Delft,0503
SPORTVISION B.V.,GELEEN,11474,0,Limburg,PV31,Sittard-Geleen,1883
SPORTWAYS AMSTERDAM B.V.,AMSTERDAM,26142,0,Noord-Holland,PV27,Amsterdam,0363
SPORTWIJZER B.V.,EIBERGEN,8442,0,Gelderland,PV25,Berkelland,1859
SPORZA V.O.F.,JOURE,3744,0,Fryslân,PV21,De Fryske Marren,1940
SPOSEA B.V.,HOOFDDORP,71592,0,Noord-Holland,PV27,Haarlemmermeer,0394
SPOT ON CITY GYM B.V.,ZUTPHEN,3430,0,Gelderland,PV25,Zutphen,0301
SPOTLESS ALL VERY CLEAN B.V.,AMSTERDAM,758,0,Noord-Holland,PV27,Amsterdam,0363
SPOTZER DIGITAL B.V.,AMSTERDAM,212272,0,Noord-Holland,PV27,Amsterdam,0363
SPOTZI B.V.,BERGEN OP ZOOM,12202,0,Noord-Brabant,PV30,Bergen op Zoom,0748
SPRAKEL,ENSCHEDE,3184,0,Overijssel,PV23,Enschede,0153
SPRAY-TAN NEDERLAND B.V.,ROTTERDAM,7426,0,Zuid-Holland,PV28,Rotterdam,0599
SPREIPARTNERS B.V.,DORDRECHT,570,0,Zuid-Holland,PV28,Dordrecht,0505
SPRINGBORNE B.V.,HATTEM,134870,0,Gelderland,PV25,Hattem,0244
SPRINGER & LIPPES DRUKKERS B.V.,VELSEN-NOORD,7708,0,Noord-Holland,PV27,Velsen,0453
SPRINGHAVER THEATER B.V.,UTRECHT,7024,0,Utrecht,PV26,Utrecht,0344
SPRINGHAVER THEATER CAFE B.V.,UTRECHT,27632,0,Utrecht,PV26,Utrecht,0344
SPRINKHUIZEN,VELP GLD,2054,0,Gelderland,PV25,Duiven,0226
SPRINKHUIZEN,SCHIEDAM,1608,0,Zuid-Holland,PV28,Schiedam,0606
SPRINKLERSERVICES EUROPOORT B.V.,VIERPOLDERS,82822,0,Zuid-Holland,PV28,Brielle,0501
SPRINT INTERMEDIAIR B.V.,EINDHOVEN,5934,0,Noord-Brabant,PV30,Eindhoven,0772
SPRINX NEDERLAND B.V.,ROTTERDAM,44512,0,Zuid-Holland,PV28,Rotterdam,0599
SPRONK,HAARLEM,4148,0,Noord-Holland,PV27,Haarlem,0392
SPRONK,DOORWERTH,3502,0,Gelderland,PV25,Renkum,0274
SPRONKEN,ECHT,838,0,Limburg,PV31,Echt-Susteren,1711
SPRONKEN & CO. ADVOCATEN B.V.,S-HERTOGENBOSCH,4456,0,Noord-Brabant,PV30,'s-Hertogenbosch,0796
SPRONQ B.V.,ZEIST,62396,0,Utrecht,PV26,Zeist,0355
SPROOKJESBOS EXPLOITATIE B.V.,VALKENBURG LB,26350,0,Limburg,PV31,Valkenburg aan de Geul,0994
SPROOKJESWONDERLAND ENKHUIZEN B.V.,ENKHUIZEN,94636,0,Noord-Holland,PV27,Enkhuizen,0388
SPROOKJESWONDERLAND ENKHUIZEN B.V.,ENKHUIZEN,14788,0,Noord-Holland,PV27,Enkhuizen,0388
SPRUIJT,OUDHEUSDEN,420,0,Noord-Brabant,PV30,Heusden,0797
SPRUIT,S-GRAVENHAGE,6514,0,Zuid-Holland,PV28,'s-Gravenhage,0518
SPRUIT B.V.,BARENDRECHT,27050,0,Zuid-Holland,PV28,Barendrecht,0489
SPUI76 B.V.,BUNSCHOTEN-SPAKENBURG,13018,0,Utrecht,PV26,Bunschoten,0313
SPUIHUIS CATERING B.V.,HALSTEREN,2498,0,Noord-Brabant,PV30,Bergen op Zoom,0748
SQOUT B.V.,ROTTERDAM,3146,0,Zuid-Holland,PV28,Rotterdam,0599
SQPEOPLE B.V.,HAARLEM,19714,0,Noord-Holland,PV27,Haarlem,0392
SQUARE FRUIT B.V.,MIDDELBURG,6096,0,Zeeland,PV29,Middelburg,0687
SQUARELL B.V.,NOORDWIJKERHOUT,37340,0,Zuid-Holland,PV28,Noordwijk,0575
SQUASH & BILJART RIDDERKERK B.V.,RIDDERKERK,4680,0,Zuid-Holland,PV28,Ridderkerk,0597
SQUASH CENTER PURMEREND B.V.,PURMEREND,7642,0,Noord-Holland,PV27,Purmerend,0439
SQUASH CENTRUM BUSSUM B.V.,BUSSUM,13472,0,Noord-Holland,PV27,Gooise Meren,1942
SQUASH CITY B.V.,AMSTERDAM,28870,0,Noord-Holland,PV27,Amsterdam,0363
SQUASH PLUS-DOETINCHEM B.V.,DOETINCHEM,1510,0,Gelderland,PV25,Doetinchem,0222
SQUASH UTRECHT B.V.,HILLEGOM,22460,0,Zuid-Holland,PV28,Hillegom,0534
SQUASH ZWOLLE B.V.,ZWOLLE,8388,0,Overijssel,PV23,Zwolle,0193
SQUASH-072 B.V.,ALKMAAR,3314,0,Noord-Holland,PV27,Alkmaar,0361
SRC REIZEN B.V.,GRONINGEN,92270,0,Groningen,PV20,Groningen,0014
SRIKHOT,ZAANDAM,1020,0,Noord-Holland,PV27,Zaanstad,0479
SRINUAN,SOEST,458,0,Utrecht,PV26,Soest,0342
SRISANGKHAN,AMSTERDAM,6572,0,Noord-Holland,PV27,Amsterdam,0363
SRPRS.ME B.V.,AMSTERDAM,21926,0,Noord-Holland,PV27,Amsterdam,0363
SS DAM B.V.,AMSTERDAM,13530,0,Noord-Holland,PV27,Amsterdam,0363
SS DAMRAK B.V.,AMSTERDAM,19492,0,Noord-Holland,PV27,Amsterdam,0363
SS HOBBEMA B.V.,S-GRAVENHAGE,20272,0,Zuid-Holland,PV28,'s-Gravenhage,0518
SS Jansen-LUZA,LOOSDRECHT,496,0,Noord-Holland,PV27,Wijdemeren,1696
SS KOELE,AALSMEER,2218,0,Noord-Holland,PV27,Aalsmeer,0358
SS NIEUWENDIJK B.V.,AMSTERDAM,23076,0,Noord-Holland,PV27,Amsterdam,0363
SS van der BORN,LEIDEN,3132,0,Zuid-Holland,PV28,Leiden,0546
SSEM BEHEER V.O.F.,DRUTEN,14596,0,Gelderland,PV25,Druten,0225
SSP NEDERLAND B.V.,UTRECHT,324248,0,Utrecht,PV26,Utrecht,0344
SSR AMSTERDAM B.V.,AMSTERDAM,1518,0,Noord-Holland,PV27,Amsterdam,0363
ST LEONARDS HORECA B.V.,S-GRAVENHAGE,43036,0,Zuid-Holland,PV28,'s-Gravenhage,0518
ST MARIA B.V.,AMSTERDAM,9072,0,Noord-Holland,PV27,Amsterdam,0363
ST THOMAS B.V.,AMSTERDAM,13494,0,Noord-Holland,PV27,Amsterdam,0363
ST. ANNASTRAAT 10 B.V.,BREDA,19098,0,Noord-Brabant,PV30,Breda,0758
ST. EBRAM B.V.,AMSTERDAM,11750,0,Noord-Holland,PV27,Amsterdam,0363
ST. FLTAOUS B.V.,AMSTERDAM,8670,0,Noord-Holland,PV27,Amsterdam,0363
ST. ISLAMITISCH CENTRUM TILBURG,TILBURG,2590,0,Noord-Brabant,PV30,Tilburg,0855
ST. KRYAKOS B.V.,AMSTERDAM,3554,0,Noord-Holland,PV27,Amsterdam,0363
ST. MAXIME B.V.,DEVENTER,31172,0,Overijssel,PV23,Deventer,0150
ST. NICOLAAS B.V.,AMSTERDAM,17978,0,Noord-Holland,PV27,Amsterdam,0363
ST. PAKHOM B.V.,AMSTERDAM,2570,0,Noord-Holland,PV27,Amsterdam,0363
ST. TREFCENTRUM WITTENVROUWENVELD,MAASTRICHT,3662,0,Limburg,PV31,Maastricht,0935
ST. US DOARPSHUS TERWISPEL,TERWISPEL,1746,0,Fryslân,PV21,Opsterland,0086
ST.APE B.V.,AMERSFOORT,3082,0,Utrecht,PV26,Amersfoort,0307
ST.APE RETAIL B.V.,AMSTERDAM,6310,0,Noord-Holland,PV27,Amsterdam,0363
ST.DIERENTEHUIS LEVENSLUST,BARNEVELD,3148,0,Gelderland,PV25,Barneveld,0203
ST.TROPEZ B.V.,DEVENTER,52044,0,Overijssel,PV23,Deventer,0150
STAA,UTRECHT,2722,0,Utrecht,PV26,Utrecht,0344
STAAL TECHNOLOGIES B.V.,WAALWIJK,13170,0,Noord-Brabant,PV30,Waalwijk,0867
STAALBOUWBEDRIJF KAMPHOF B.V.,DWINGELOO,8252,0,Drenthe,PV22,Westerveld,1701
STAALCONSTRUCTIEBEDRIJF VAN TOL B.V.,LEIMUIDEN,8396,0,Zuid-Holland,PV28,Kaag en Braassem,1884
STAALDAM BEHEER B.V.,DRACHTEN,18704,0,Fryslân,PV21,Smallingerland,0090
STAALGLAS CARROSSERIE B.V.,BREDA,12210,0,Noord-Brabant,PV30,Breda,0758
STAALSERVICE ZUIDBROEK B.V.,ZUIDBROEK,96950,0,Groningen,PV20,Midden-Groningen,1952
STABILO INTERNATIONAL B.V.,EINDHOVEN,187682,0,Noord-Brabant,PV30,Eindhoven,0772
STACH B.V.,IJSSELSTEIN UT,76998,0,Utrecht,PV26,Rhenen,0340
STACKS B.V.,AMSTERDAM,8582,0,Noord-Holland,PV27,Amsterdam,0363
STACO STANDBOUW B.V.,ENKHUIZEN,10828,0,Noord-Holland,PV27,Enkhuizen,0388
STAD,ALKMAAR,574,0,Noord-Holland,PV27,Alkmaar,0361
STAD & STRAND ACCOMMODATIES B.V.,KOUDEKERKE,2200,0,Zeeland,PV29,Veere,0717
STAD MUNSTER 2018 B.V.,WINTERSWIJK,27262,0,Gelderland,PV25,Winterswijk,0294
STADECO B.V.,ZOETERMEER,11272,0,Zuid-Holland,PV28,Zoetermeer,0637
STADHUYS WOLVEGA B.V.,WOLVEGA,17038,0,Fryslân,PV21,Weststellingwerf,0098
STADION AMSTERDAM C.V.,AMSTERDAM,246506,0,Noord-Holland,PV27,Amsterdam,0363
STADION FEIJENOORD N.V.,ROTTERDAM,373940,0,Zuid-Holland,PV28,Rotterdam,0599
STADION FEIJENOORD N.V.,ROTTERDAM,9692,0,Zuid-Holland,PV28,Rotterdam,0599
STADMAN,HOOGHALEN,758,0,Drenthe,PV22,Midden-Drenthe,1731
STADSAPOTHEEK B.V.,VENLO,27098,0,Limburg,PV31,Venlo,0983
STADSARRANGEMENT C.V.,WIJDENES,8336,0,Noord-Holland,PV27,Drechterland,0498
STADSBOEKWINKEL AMSTERDAM B.V.,AMSTERDAM,5314,0,Noord-Holland,PV27,Amsterdam,0363
STADSBOERDERIJ DE KOEBRUG V.O.F.,STAVOREN,10748,0,Fryslân,PV21,Súdwest-Fryslân,1900
STADSBROUWERIJ 013 B.V.,TILBURG,126082,0,Noord-Brabant,PV30,Tilburg,0855
STADSBROUWERIJ DE DEFTIGE AAP B.V.,HELMOND,9198,0,Noord-Brabant,PV30,Helmond,0794
STADSBROUWERIJ DE MAASTRICHTER MALTEZER B.V.,MAASTRICHT,13114,0,Limburg,PV31,Maastricht,0935
STADSBROUWERIJ DE PELGRIM B.V.,ROTTERDAM,12180,0,Zuid-Holland,PV28,Rotterdam,0599
STADSBROUWERIJ EINDHOVEN B.V.,EINDHOVEN,25536,0,Noord-Brabant,PV30,Eindhoven,0772
STADSCAFE B.V.,MUIDEN,1270,0,Noord-Holland,PV27,Gooise Meren,1942
STADSCAFE BLIJDORP B.V.,ROTTERDAM,17270,0,Zuid-Holland,PV28,Rotterdam,0599
STADSCAFE DE OBSERVANT B.V.,AMERSFOORT,12968,0,Utrecht,PV26,Amersfoort,0307
STADSCAFE DE PAAP B.V.,GEERTRUIDENBERG,5430,0,Noord-Brabant,PV30,Geertruidenberg,0779
STADSCAFE DE PANNENKOEK B.V.,AMSTELVEEN,7736,0,Noord-Holland,PV27,Amstelveen,0362
STADSCAFE DE WAAG B.V.,DELFT,55640,0,Zuid-Holland,PV28,Delft,0503
STADSCAFE FLOW B.V.,DEN HELDER,30734,0,Noord-Holland,PV27,Den Helder,0400
STADSCAFE JONGE MEESTERS B.V.,OOSTERHOUT NB,5558,0,Noord-Brabant,PV30,Land van Cuijk,1982
STADSCAFE OSCAR B.V.,EDE GLD,35830,0,Gelderland,PV25,Duiven,0226
STADSCAFE VAN KERKWIJK B.V.,AMSTERDAM,10726,0,Noord-Holland,PV27,Amsterdam,0363
STADSGARDEROBE GRONINGEN B.V.,GRONINGEN,3198,0,Groningen,PV20,Groningen,0014
STADSHAVEN BROUWERIJ B.V.,ROTTERDAM,13578,0,Zuid-Holland,PV28,Rotterdam,0599
STADSHAVEN HORECA B.V.,ROTTERDAM,48602,0,Zuid-Holland,PV28,Rotterdam,0599
STADSHERBERG ALPHEN B.V.,ALPHEN AAN DEN RIJN,7914,0,Zuid-Holland,PV28,Alphen aan den Rijn,0484
STADSHERBERG DE MOL B.V.,DELFT,2112,0,Zuid-Holland,PV28,Delft,0503
STADSHERBERG SNEEK B.V.,SNEEK,9022,0,Fryslân,PV21,Súdwest-Fryslân,1900
STADSHERBERG 'T PUMPKE B.V.,S-HERTOGENBOSCH,17018,0,Noord-Brabant,PV30,'s-Hertogenbosch,0796
STADSHOTEL DOESBURG B.V.,DOESBURG,32806,0,Gelderland,PV25,Doesburg,0221
STADS-KOFFYHUIS V.O.F.,DELFT,14254,0,Zuid-Holland,PV28,Delft,0503
STADSLAB GRONINGEN B.V.,GRONINGEN,33272,0,Groningen,PV20,Groningen,0014
STADSPALEIS HOTEL OLDRUITENBORGH B.V.,VOLLENHOVE,10886,0,Overijssel,PV23,Steenwijkerland,1708
STADSPASPARKEREN B.V.,DEURNE,5450,0,Noord-Brabant,PV30,Deurne,0762
STADSPAVILJOEN B.V.,EINDHOVEN,14636,0,Noord-Brabant,PV30,Eindhoven,0772
STADSPOORT PHILIPS FRUITTUIN B.V.,EINDHOVEN,3282,0,Noord-Brabant,PV30,Eindhoven,0772
STADSSCHOUWBURG NIJMEGEN EN CONCERTGEBOUW DE VEREENIGING B.V.,NIJMEGEN,31484,0,Gelderland,PV25,Nijmegen,0268
STADSSCHOUWBURG NIJMEGEN EN CONCERTGEBOUW DE VEREENIGING HORECA B.V.,NIJMEGEN,18118,0,Gelderland,PV25,Nijmegen,0268
STADSSTRAND DE KADE B.V.,ALKMAAR,54056,0,Noord-Holland,PV27,Alkmaar,0361
STADSVILLA SONSBEEK B.V.,HUISSEN,38814,0,Gelderland,PV25,Lingewaard,1705
STADUUS B.V.,GOES,14604,0,Zeeland,PV29,Goes,0664
STAETSHUYS ANTIQUAIRS B.V.,AMSTERDAM,2912,0,Noord-Holland,PV27,Amsterdam,0363
STAFF HOUSE AMSTERDAM B.V.,AMSTERDAM,77924,0,Noord-Holland,PV27,Amsterdam,0363
STAFFABLE VERLONINGS B.V.,MAASTRICHT,43272,0,Limburg,PV31,Maastricht,0935
STAFFABLE ZORG EN WELZIJN B.V.,MAASTRICHT,102036,0,Limburg,PV31,Maastricht,0935
STAG B.V.,OISTERWIJK,23388,0,Noord-Brabant,PV30,Oisterwijk,0824
STAG HOTELS NETHERLANDS B.V.,SCHIPHOL,177458,0,Noord-Holland,PV27,Haarlemmermeer,0394
STAG HOTELS NETHERLANDS B.V.,SCHIPHOL,11398,0,Noord-Holland,PV27,Haarlemmermeer,0394
STAG HOTELS NETHERLANDS B.V.,SCHIPHOL,35428,0,Noord-Holland,PV27,Haarlemmermeer,0394
STAG HOTELS NETHERLANDS B.V.,SCHIPHOL,80822,0,Noord-Holland,PV27,Haarlemmermeer,0394
STAGE ACCOMPANY B.V.,RIDDERKERK,5954,0,Zuid-Holland,PV28,Ridderkerk,0597
STAGE ENTERTAINMENT THEATERARRANGEMENTEN B.V.,AMSTERDAM,8076,0,Noord-Holland,PV27,Amsterdam,0363
STAGE ENTERTAINMENT B.V.,AMSTERDAM,80782,0,Noord-Holland,PV27,Amsterdam,0363
STAGE ENTERTAINMENT NEDERLAND PRODUCTIES B.V.,AMSTERDAM,289548,0,Noord-Holland,PV27,Amsterdam,0363
STAGE ENTERTAINMENT NEDERLAND B.V.,AMSTERDAM,5434,0,Noord-Holland,PV27,Amsterdam,0363
STAGE ENTERTAINMENT PRODUCTIONS B.V.,AMSTERDAM,11460,0,Noord-Holland,PV27,Amsterdam,0363
STAGE GATE 11 B.V.,BREUKELEN UT,16580,0,Utrecht,PV26,Rhenen,0340
STAGE HORECA B.V.,ZOETERMEER,13798,0,Zuid-Holland,PV28,Zoetermeer,0637
STAGE X B.V.,ENSCHEDE,2594,0,Overijssel,PV23,Enschede,0153
STAGECO NEDERLAND B.V.,LOCHEM,136406,0,Gelderland,PV25,Lochem,0262
STAGELIGHT VERHUUR B.V.,S-HERTOGENBOSCH,129532,0,Noord-Brabant,PV30,'s-Hertogenbosch,0796
STAGELIGHT VERKOOP B.V.,S-HERTOGENBOSCH,4246,0,Noord-Brabant,PV30,'s-Hertogenbosch,0796
STAGEMAX B.V.,NIJMEGEN,13192,0,Gelderland,PV25,Nijmegen,0268
STAGER B.V.,ROTTERDAM,17838,0,Zuid-Holland,PV28,Rotterdam,0599
STAGES EN DRAPES SUPPORT B.V.,WADDINXVEEN,2866,0,Zuid-Holland,PV28,Waddinxveen,0627
STAGEWARE SUPPLIES B.V.,DEDEMSVAART,6380,0,Overijssel,PV23,Hardenberg,0160
STAIRWAY TO HEAVEN B.V.,UTRECHT,17496,0,Utrecht,PV26,Utrecht,0344
STAKENBURG,CAPELLE AAN DEN IJSSEL,818,0,Zuid-Holland,PV28,Capelle aan den IJssel,0502
STAL BELVEDERE B.V.,HOEVEN,16702,0,Noord-Brabant,PV30,Halderberge,1655
STAL BUCCI B.V.,BUDEL,7430,0,Noord-Brabant,PV30,Cranendonck,1706
STAL DE BUSSEL V.O.F.,LOOSBROEK,632,0,Noord-Brabant,PV30,Bernheze,1721
STAL DE LAGEVOORT V.O.F.,LIESSEL,2302,0,Noord-Brabant,PV30,Deurne,0762
STAL JOHAN HEINS B.V.,DE SCHIPHORST,8036,0,Drenthe,PV22,Meppel,0119
STAL KEIZERSBERG B.V.,ELSENDORP,21604,0,Noord-Brabant,PV30,Gemert-Bakel,1652
STAL V TEAM B.V.,ALMEN,3562,0,Gelderland,PV25,Lochem,0262
STAL VAN DER KNAAP V.O.F.,PUTTEN,1072,0,Gelderland,PV25,Putten,0273
STALLINGA B.V.,AMSTERDAM,2210,0,Noord-Holland,PV27,Amsterdam,0363
STALLMANN,HINDELOOPEN,1120,0,Fryslân,PV21,Súdwest-Fryslân,1900
STALS,SANTPOORT-NOORD,13312,0,Noord-Holland,PV27,Velsen,0453
STAM,HILVERSUM,1136,0,Noord-Holland,PV27,Hilversum,0402
STAM B.V.,DORDRECHT,63078,0,Zuid-Holland,PV28,Dordrecht,0505
STAM TRANSPORT SCHERMERHORN V.O.F.,SCHERMERHORN,14370,0,Noord-Holland,PV27,Alkmaar,0361
STAM VLEES HOORN B.V.,ZWAAG,33562,0,Noord-Holland,PV27,Hoorn,0405
STAMHUIS INNOVATION MANAGEMENT B.V.,UTRECHT,46674,0,Utrecht,PV26,Utrecht,0344
STAN AARTS ARCHITECTEN B.V.,ROOSENDAAL,4366,0,Noord-Brabant,PV30,Roosendaal,1674
STAN EN OLLIE OOSTERHEEM B.V.,ZOETERMEER,5266,0,Zuid-Holland,PV28,Zoetermeer,0637
STAN STAFFING B.V.,AMSTERDAM,5374,0,Noord-Holland,PV27,Amsterdam,0363
STAND2GETHER B.V.,BARENDRECHT,8810,0,Zuid-Holland,PV28,Barendrecht,0489
"STANDARD OVERSEAS EXPORTERS & IM- PORTERS ""STOVEXIM"" B.V.",VREELAND,4142,0,Utrecht,PV26,Stichtse Vecht,1904
STANDARD STUDIO B.V.,AMSTERDAM,6176,0,Noord-Holland,PV27,Amsterdam,0363
STANDBOUW PRINS DESIGN B.V.,CULEMBORG,22338,0,Gelderland,PV25,Culemborg,0216
STANDBYU SECURITY B.V.,ROTTERDAM,2574,0,Zuid-Holland,PV28,Rotterdam,0599
STANDCRAFT B.V.,AMERSFOORT,27080,0,Utrecht,PV26,Amersfoort,0307
STANDER GROEP B.V.,ZWOLLE,5098,0,Overijssel,PV23,Zwolle,0193
STANDPLAN STANDBOUW & EVENTS B.V.,CHAAM,30348,0,Noord-Brabant,PV30,Alphen-Chaam,1723
STANISLAUS BREWSKOVITCH B.V.,ENSCHEDE,23518,0,Overijssel,PV23,Enschede,0153
STANLEY GIBSON LIMITED,HOORN NH,15182,0,Noord-Holland,PV27,Hoorn,0405
STANSVORMEN PURMEREND B.V.,PURMEREND,2344,0,Noord-Holland,PV27,Purmerend,0439
STAPLES NEDERLAND B.V.,ALMERE,278596,0,Flevoland,PV24,Almere,0034
STAPPER B.V.B.A.,SLUIS,4754,0,Zeeland,PV29,Sluis,1714
S-TAPPERIJ DE KORENBLOEM B.V.,TILBURG,10976,0,Noord-Brabant,PV30,Tilburg,0855
STAR,OEGSTGEEST,802,0,Zuid-Holland,PV28,Oegstgeest,0579
STAR BBQ AMSTERDAM B.V.,AMSTERDAM,2482,0,Noord-Holland,PV27,Amsterdam,0363
STAR COLLECTIONS B.V.,WAALWIJK,22140,0,Noord-Brabant,PV30,Waalwijk,0867
STAR HOLLYWOOD NAILS B.V.,AMSTERDAM,8570,0,Noord-Holland,PV27,Amsterdam,0363
STAR HORECA GROOTHANDEL B.V.,LINSCHOTEN,1448,0,Utrecht,PV26,Montfoort,0335
STAR HOTEL HENGELO B.V.,HENGELO OV,21288,0,Overijssel,PV23,Hengelo (O),0164
STAR HOUSEKEEPING TEAM B.V.,AMSTERDAM,21286,0,Noord-Holland,PV27,Amsterdam,0363
STARBED B.V.,AMSTERDAM,40604,0,Noord-Holland,PV27,Amsterdam,0363
STARBUCKS COFFEE NETHERLANDS B.V.,AMSTERDAM,124500,0,Noord-Holland,PV27,Amsterdam,0363
STARCONCEPT BEHEER B.V.,KERKRADE,8802,0,Limburg,PV31,Kerkrade,0928
STARDUST B.V.,AMSTERDAM,3500,0,Noord-Holland,PV27,Amsterdam,0363
